Text,Boolean Questions
"“I myself had never seen a change this big except in the history books,” said Elizabeth Arias, CDC demographer. ➡️Black men now only have a life expectancy of 68 years in America! That’s #COVID19 pandemic—not a casedemic damnit!    https://t.co/mif4VF4J1t https://t.co/dbHh9DJcrg","['Is there a difference in life expectancy between black and white?', 'Do black men have a life expectancy of 68 years?', 'Is there a difference in life expectancy between black and white men?']"
,
#Vaccinehesitancy and stress are very real not just in our country but across the globe. Lets hear Dr KK Aggarwal's thoughts on the two types of stress a person may undergo during the #vaccination process and effective ways to manage the same #drkkliveson #ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ https://t.co/snzIzOq291,"['Is vaccinehesitancy and stress the same thing?', 'Is there such a thing as vaccine stress?', 'Is there such a thing as vaccinationhesitancy?']"
,
Free medical consultation and guidance by my team of COVID-19 experts available from 9:00 am up till midnight everyday!   Zoom meeting ID: 84290921517 https://t.co/kvzt8poQwp,"['Is there a free consultation for covid 19?', 'Is there a free consultation for covid-19?', 'Is there a phone number for covid 19?']"
,
"2) in some regions with lagging vaccination rates and rising virus cases — such as Northeast Florida, Southwest Missouri, Southern Nevada — the highly contagious #DeltaVariant has flooded intensive care units and Covid wards that, not long ago, had seen patient counts shrink.","['Is there such a thing as deltaariant?', 'Is it possible to get the deltaariant virus?', 'Is it possible to get the delta ariant virus?']"
,
"There you have it in @NEJM.    Pfizer is ~90% effective against delta. AstraZeneca is ~70%. This is similar to effectiveness against other variants, including alpha.    Vaccines work, even against variants.    Get vaccinated if you haven't already.  https://t.co/FV1Rr5fiVa","['Does pfizer have a vaccine against delta?', 'Is it true that pfizer is 100% effective against delta?', 'Is delta the same as pfizer delta?']"
,
"There is an urgency to vaccinate, if we lower virus #s-there will be less chance of viral mutation over time. We have to approve more vaccine candidates globally &amp; distribute  vaccines we have asap. Vaccines aren't improving the more we study them, just regulators comfort goes up https://t.co/Fn3WZj9dI7","['Is there an urgent need to vaccinate?', 'Is there an urgency to vaccinate?', 'Is it a good idea to vaccinate?']"
,
It's clear that the immunity you get from a Covid infection is not as strong as the immunity you get from vaccination. Vaccines give you higher antibody levels and stronger protection—including against the Delta strain.,"['Is there such a thing as covid immunity?', 'Is covid immunity the same as vaccination?', 'Is there such a thing as immunity to covid?']"
,
@suhasinisingh91 There is no severity in your case. You have mild infection and you must recover in 10-15 days without any complications. Hope you’re consulting a doctor for appropriate treatment.,"['Do you have to go to the doctor for an infection?', 'Is it possible for you to get an infection?', 'Do you have to go to the doctor for the infection?']"
,
"136/   - People who received the J&amp;J vaccine, especially elderly persons who mount weaker immune responses to vaccination.  Why? The J&amp;J vaccine offers less robust protection against the Beta &amp; Delta variants.","['Is the j&j vaccine true or false?', 'Does the j&j vaccine protect against beta and delta?', 'Does the j&j vaccine protect against beta & delta?']"
,
"I got a thousand replies to my questions, but not any that I needed/wanted. 1. I know the lab data... do we have HUMAN data on AZ/Covaxin vaccine effectiveness against B1618 etc in India? 2. And why aren't any of these studies in PEER REVIEWED JOURNALS?","['Is there a vaccine against b1618 in india?', 'Is there a vaccine for b1618 in india?', 'Does the az vaccine work against b1618?']"
,
"As the pandemic continues to exacerbate inequalities, the @Gavi Board strengthened our commitment to protect the most vulnerable everywhere – through routine immunization, access to #COVID19 vaccines via #COVAX, and support for outbreak preparedness:  https://t.co/ubd8FoS7wa","['Is there a vaccine for the pandemic?', 'Is there a vaccine for pandemic?', 'Is there a cure for the pandemic?']"
,
GET. VAXXED. BABY. #vaccinate    Thank you @kyleandjackieo (and HT @vanillaice for the original) https://t.co/Lvhflh2y4g,"['Is it possible to get vaccinated?', 'Is there such thing as a vaccine?', 'Is it possible to get a vaccine?']"
,
Best video on why vaccine passports are needed. The burden should fall on the unvaccinated. Well said @IAmPoliticsGirl. #vaccinate #COVID19     https://t.co/dGa3vwfVm3,"['Do you need a vaccine passport to get vaccinated?', 'Do you need a passport to get vaccinated?', 'Do you have to have a passport to get vaccinated?']"
,
"The right way to #doublemask for about 98% protection as per Dr Ashok Gupta, Padma Shri Awardee. https://t.co/rp3DRqX1FO","['Is it safe to wear a double mask?', 'Is it possible to wear a double mask?', 'Is it possible to double-mask?']"
,
#COVID19 ICU in #Ontario 🏥    ICU total: 132  ICU non-ventilated: 46  ICU+ventilator: 86    #COVIDー19 #COVID19Ontario #onpoli  https://t.co/mtNSo1NPRd https://t.co/JBTAYEeHiA,"['Is there a ventilated icu in ontario?', 'Is there a ventilator in the icu ontario?', 'Is there a ventilator in the ontario icu?']"
,
"If a vaccinated person is exposed &amp; infected, the rapid immune response will prevent virus replication from taking off and spreading to neighboring cells. That means no productive infection, no shedding &amp; spreading, no aberrant host response to infection, &amp; likely no long COVID.","['Do you have to be vaccinated to prevent covid?', 'Do you have to be vaccinated to get covid?', 'Do you have to be vaccinated to prevent covid?']"
,
106/ The black dots represent pre-vaccination and the red dots post-vaccination B-cell responses.     https://t.co/2erFM1YoLz https://t.co/Wwn4wQrz3u,"['Is there a difference between pre and post vaccination?', 'Is there a difference between b cell response and prevaccination?', 'Is there a difference between pre and post vaccines?']"
,
80/ Neutralizing antibody titers are significantly lower vs Beta than the early D614G &amp; Alpha variants.    Neutralizing antibody titers were slightly lower vs Delta than the early D614G and Alpha variants.    https://t.co/y2S5VvYltG https://t.co/iMIkxXDJDg,"['Is delta the same as neutralizing antibody?', 'Is d614g the same as neutralizing antibody?', 'Do delta and neutralizing antibodies have the same titer?']"
,
"Metabolic syndrome includes a cluster of conditions that increase the risk of heart disease, stroke and diabetes that can lead to sudden death in #COVID19  Watch warning signs and begin treatment on time! https://t.co/7mDRpTw7Is","['Is metabolic syndrome the same as stroke?', 'Is metabolic syndrome the same as stroke?', 'Is there such a thing as metabolic syndrome?']"
,
"A new study, published today in @Nature, offers even more evidence that vaccination is necessary for people who've recovered from Covid to fend off variants. https://t.co/DDomBZdbQ4","['Is it necessary to get vaccinated against covid?', 'Is it possible to get covid vaccination?', 'Is it possible to get covid vaccine?']"
,
120/ Immunosuppressive drugs are often used in the treatment of cancer.,"['Is there such a thing as immunosuppressive drugs?', 'Are immunosuppressive drugs the same as cancer drugs?', 'Is there such a thing as an immune system?']"
,
"Although we don’t know for certain how many people are suffering from long Covid, the numbers we do have are very concerning. Studies suggest it may be between 1 in 10 to more than half of those infected.","['Is there such a thing as long covid?', 'Is there such thing as long covid?', 'Is it possible to be infected with covid?']"
,
"Fascinating discussion with Juliette Kayyem, Peter Singer, Gregg Gonsalves and Ngozi Ezike on vaccine distribution and logistics.  We are piloting a digital platform at https://t.co/nxIgxlgWjF (still in pilot phase -- but looks very promising) https://t.co/GRWrrXuUk7","['Is there a vaccine in nigeria?', 'Is there a vaccine in guinea?', 'Is there a vaccine in the world?']"
,
"RT @DrIanWeissman: Delta Variant Will Find Everybody Not Immunized, Warns Expert. ""Don’t be deceived that ‘I got this far and I am OK.’ Thi…","['Is the delta variant the same as the normal variant?', 'Do you have to be immunized for delta variant?', 'Is there a difference between delta and delta variant?']"
,
"Worth listening to: The Inevitable ""Olympic Variant"" https://t.co/FQhr8v6L5j @physicianswkly","['Is there such a thing as an olympic variation?', 'Is there such thing as an olympic variation?', 'Is there such a thing as an olympic variant?']"
,
2) Her comments come a day after U.S President Joe Biden said that the CDC is likely to advise unvaccinated children to wear masks in school as districts around the country prepare to reopen for the coming school year. https://t.co/kdveHaUTl1,"['Do you have to wear a mask to school?', 'Does the president of the united states wear a mask?', 'Is it true that the cdc does not warn children to wear masks?']"
,
"3) The seven-day average of new cases in the United States is up 53% over the previous week, Walensky said. The Delta variant, which was first found in India, now comprises more than 80% of new cases nationwide and has been detected in more than 90 countries.","['Is delta variant the same as delta virus?', 'Is the delta variant the same as the false positive?', 'Is delta variant the same as delta?']"
,
Nothing special to look out for. So happy you are being vaccinated. https://t.co/zaU0jGrdbw,"['Is it possible to get vaccinated?', 'Is it safe to be vaccinated?', 'Is it safe to get vaccinated?']"
,
"Before boosters in some countries, we need to vaccinate the vulnerable in ALL countries. No evidence that boosters will be needed so soon after primary course. @WHO #COVAX goal to cover 40% population in ALL countries @DrTedros @GaviSeth @CEPIvaccines  @jarottingen @JNkengasong https://t.co/YoUYfBEKKw","['Do you need to get vaccinated in all countries?', 'Do you need boosters to get vaccinated?', 'Do you need to get vaccinated before primary school?']"
